case_id,merchant_id,customer_id,domain,amount,decline_reason,attempts_used,account_age_days,previous_failures,previous_recoveries,prior_recovery_rate,day_of_week,hour,issuer,bin_bucket,fatigue_score,treatment,recovered,time_to_recovery_hours
case_03ff938a0a8f,merch_edupath,cust_460827,education,1429.62,card_limit_exceeded,2,75,0,0,0.0,6,7,AXIS,upi_standard,0.4003,incentive_link,1,0.74
case_05271095a407,merch_news_wire,cust_178610,subscription,3173.98,insufficient_funds,4,16,0,1,1.0,2,0,SBI,platinum,0.6331,email,0,
case_0311a6111761,merch_trend_hub,cust_791180,ecommerce,965.88,technical_gateway_error,2,246,2,1,0.3333,4,15,ICICI,upi_standard,0.4473,retry_only,1,0.33
case_01da832e49f1,merch_trend_hub,cust_139673,ecommerce,416.96,technical_gateway_error,1,131,3,1,0.25,3,22,AXIS,classic,0.5576,whatsapp_nudge,1,0.21
case_00c47aa785b2,merch_skytrip,cust_650568,travel,6591.13,upi_pin_timeout,1,317,0,0,0.0,6,6,ICICI,upi_standard,0.1085,no_action,0,
case_0369041a4b0f,merch_blitz_retail,cust_694415,ecommerce,3011.51,upi_pin_timeout,1,497,5,3,0.375,1,13,HDFC,corporate,0.6078,whatsapp_nudge,0,
case_011ad0fc5f71,merch_nexus_quest,cust_178114,gaming,134.14,user_cancelled_checkout,4,77,0,0,0.0,4,22,AXIS,classic,0.6291,voice_call,0,
case_04f363d22c7c,merch_skytrip,cust_736078,travel,3713.54,authentication_failed,1,205,1,1,0.5,5,11,HDFC,classic,0.2554,retry_only,0,
case_01ea445ea309,merch_data_weave,cust_452310,b2b_saas,6230.11,user_cancelled_checkout,1,866,1,1,0.5,6,9,SBI,platinum,0.2262,retry_only,0,
case_039fa2f50c78,merch_cloud_scale,cust_509446,b2b_saas,5315.44,user_cancelled_checkout,1,72,3,1,0.25,4,2,ICICI,upi_standard,0.4083,retry_only,0,
case_016b7b3bb857,merch_cloud_scale,cust_111031,b2b_saas,9810.02,upi_pin_timeout,2,638,2,1,0.3333,6,8,SBI,platinum,0.6093,voice_call,0,
case_0151ba638fb7,merch_acad_plus,cust_251866,education,3715.31,technical_gateway_error,1,228,1,0,0.0,6,0,HDFC,upi_standard,0.3205,retry_only,1,0.03
case_0207ab2b399a,merch_blitz_retail,cust_483873,ecommerce,1541.61,insufficient_funds,1,181,3,2,0.4,3,5,AXIS,classic,0.392,email,0,
case_0353f77650f7,merch_urban_mart,cust_261739,ecommerce,16712.53,insufficient_funds,2,118,4,1,0.2,1,21,OTHER,platinum,0.8656,whatsapp_nudge,0,
case_0117db7b7113,merch_flow_ops,cust_312132,b2b_saas,6362.34,user_cancelled_checkout,1,63,0,0,0.0,1,18,SBI,rupay,0.1044,voice_call,0,
case_054151be03e9,merch_skytrip,cust_609731,travel,7378.52,technical_gateway_error,1,260,1,0,0.0,6,6,ICICI,classic,0.1984,voice_call,0,
case_0102e7ed1fe1,merch_play_arena,cust_937670,gaming,475.92,bank_downtime,2,238,2,0,0.0,3,8,SBI,platinum,0.656,retry_only,0,
case_03f566a70b97,merch_nexus_quest,cust_109783,gaming,327.4,card_limit_exceeded,1,33,3,1,0.25,0,7,SBI,classic,0.4152,email,0,
case_046f5ae63340,merch_data_weave,cust_571456,b2b_saas,7300.1,technical_gateway_error,1,327,1,1,0.5,6,8,HDFC,classic,0.2224,email,1,3.35
case_0270c7701fc5,merch_trend_hub,cust_283038,ecommerce,2598.13,user_cancelled_checkout,1,138,3,3,0.5,3,4,HDFC,platinum,0.3337,retry_only,0,
case_041cc16376fd,merch_style_kart,cust_466141,ecommerce,7720.32,card_limit_exceeded,1,824,1,1,0.5,6,14,CITI,classic,0.2735,email,0,
case_05061c2c286a,merch_urban_mart,cust_821337,ecommerce,2064.93,user_cancelled_checkout,1,248,2,0,0.0,2,15,ICICI,classic,0.4088,whatsapp_nudge,1,1.0
case_04fac80d7459,merch_acad_plus,cust_786987,education,5149.28,authentication_failed,1,722,0,0,0.0,5,19,AXIS,signature,0.2653,no_action,0,
case_00f34f4f0a61,merch_quick_bite,cust_633075,food_delivery,662.12,bank_downtime,1,15,2,2,0.5,1,6,OTHER,rupay,0.2483,retry_only,1,0.09
case_04e900a57d83,merch_data_weave,cust_934534,b2b_saas,18096.33,technical_gateway_error,1,186,2,0,0.0,0,4,SBI,classic,0.457,voice_call,0,
case_0219165da5ed,merch_news_wire,cust_371847,subscription,840.43,user_cancelled_checkout,1,17,0,0,0.0,0,21,AXIS,classic,0.2525,email,0,
case_026e1ee141b9,merch_urban_mart,cust_194475,ecommerce,1180.68,bank_downtime,4,387,1,1,0.5,0,9,KOTAK,corporate,0.9365,incentive_link,0,
case_05b90e5a0920,merch_feast_now,cust_826554,food_delivery,319.02,authentication_failed,2,7,1,2,0.6667,0,16,ICICI,platinum,0.5805,whatsapp_nudge,0,
case_04089482a452,merch_acad_plus,cust_381772,education,4958.84,card_limit_exceeded,3,178,0,0,0.0,5,9,ICICI,classic,0.4778,no_action,0,
case_02cfc02b832d,merch_voyage_air,cust_271926,travel,1524.3,insufficient_funds,1,125,0,0,0.0,2,18,KOTAK,platinum,0.164,retry_only,0,
case_012197666d8f,merch_urban_mart,cust_718211,ecommerce,2308.96,upi_pin_timeout,1,693,1,0,0.0,3,15,HDFC,rupay,0.3735,retry_only,0,
case_0172ae5a2b7d,merch_trend_hub,cust_852971,ecommerce,4531.27,insufficient_funds,1,189,0,1,1.0,5,22,OTHER,classic,0.0926,retry_only,0,
case_02c315d89a1b,merch_skytrip,cust_479371,travel,4338.62,technical_gateway_error,2,460,4,0,0.0,4,7,CITI,classic,0.758,no_action,0,
case_01c212cc0db7,merch_stay_luxe,cust_470372,travel,10275.36,technical_gateway_error,1,379,1,1,0.5,1,9,HDFC,platinum,0.173,voice_call,1,1.1
case_044a54044888,merch_blitz_retail,cust_142386,ecommerce,199.0,authentication_failed,1,102,3,1,0.25,1,10,KOTAK,platinum,0.4999,whatsapp_nudge,0,
case_01498399326e,merch_dev_stack,cust_386515,b2b_saas,10767.6,card_limit_exceeded,1,394,4,1,0.2,0,23,HDFC,classic,0.6434,retry_only,0,
case_0460c4f85075,merch_urban_mart,cust_438921,ecommerce,2336.73,insufficient_funds,2,314,1,1,0.5,0,23,HDFC,rupay,0.3345,voice_call,0,
case_051441cebb6a,merch_play_arena,cust_307714,gaming,198.2,authentication_failed,3,157,3,1,0.25,1,13,SBI,platinum,0.7447,whatsapp_nudge,1,2.74
case_042155c4249e,merch_stay_luxe,cust_131500,travel,2621.2,insufficient_funds,1,238,0,0,0.0,1,2,SBI,upi_standard,0.1627,voice_call,0,
case_01c91bd3615b,merch_edupath,cust_245890,education,1517.14,bank_downtime,2,95,3,1,0.25,4,7,HDFC,classic,0.5445,email,1,4.9
case_054dcef5beef,merch_nexus_quest,cust_508202,gaming,455.63,user_cancelled_checkout,2,159,2,1,0.3333,5,5,HDFC,signature,0.6563,incentive_link,0,
case_0467a5ce0d5a,merch_quick_bite,cust_544553,food_delivery,153.41,user_cancelled_checkout,2,24,2,0,0.0,1,1,ICICI,rupay,0.5585,email,0,
case_03bba4517f03,merch_blitz_retail,cust_644764,ecommerce,332.52,insufficient_funds,2,18,2,0,0.0,5,19,HDFC,classic,0.5641,no_action,0,
case_036c0b20a782,merch_flow_ops,cust_295202,b2b_saas,21110.84,card_limit_exceeded,2,213,1,1,0.5,0,12,SBI,classic,0.3571,email,1,11.38
case_041c5a898ced,merch_game_loot,cust_306298,gaming,558.04,card_limit_exceeded,2,249,4,3,0.4286,3,12,SBI,platinum,0.5883,whatsapp_nudge,1,0.76
case_010ad9300ee0,merch_acad_plus,cust_121556,education,1853.71,card_limit_exceeded,2,147,2,0,0.0,5,17,AXIS,platinum,0.476,retry_only,0,
case_04a3b8c0a559,merch_skytrip,cust_349097,travel,11111.12,insufficient_funds,1,1063,0,1,1.0,3,16,AXIS,platinum,0.0,retry_only,0,
case_02835abc81e7,merch_blitz_retail,cust_684091,ecommerce,3817.37,card_limit_exceeded,3,3,2,1,0.3333,0,6,SBI,signature,0.6194,whatsapp_nudge,0,
case_0132ab44a9f4,merch_play_arena,cust_500750,gaming,621.54,upi_pin_timeout,4,93,0,1,1.0,0,5,ICICI,classic,0.5891,incentive_link,0,
case_03afdff64af2,merch_blitz_retail,cust_688173,ecommerce,2632.47,insufficient_funds,1,14,1,1,0.5,1,16,OTHER,platinum,0.1455,whatsapp_nudge,1,0.12
case_05d8a376bd88,merch_news_wire,cust_744392,subscription,1153.57,card_limit_exceeded,1,119,1,0,0.0,6,15,SBI,signature,0.2746,incentive_link,1,0.16
case_0328df767d35,merch_style_kart,cust_344338,ecommerce,2564.85,insufficient_funds,2,487,0,1,1.0,3,3,SBI,platinum,0.1949,email,0,
case_013a73cb9962,merch_skill_core,cust_418861,education,3674.65,technical_gateway_error,1,31,0,0,0.0,0,1,HDFC,corporate,0.256,retry_only,1,0.19
case_025dec4d2bfa,merch_feast_now,cust_656429,food_delivery,279.55,authentication_failed,1,580,1,1,0.5,1,9,KOTAK,upi_standard,0.1786,no_action,0,
case_01c6d9f52e6a,merch_feast_now,cust_928296,food_delivery,259.49,technical_gateway_error,1,8,3,2,0.4,5,9,HDFC,upi_standard,0.3879,whatsapp_nudge,0,
case_0131352abbe6,merch_acad_plus,cust_984901,education,3048.22,card_limit_exceeded,1,186,2,1,0.3333,0,19,AXIS,rupay,0.4012,incentive_link,1,1.44
case_04555e35295e,merch_stream_pass,cust_765496,subscription,720.68,insufficient_funds,2,149,1,0,0.0,1,0,ICICI,corporate,0.4106,email,0,
case_057e2a0e9b2a,merch_skytrip,cust_306629,travel,16343.45,authentication_failed,1,494,1,1,0.5,4,7,ICICI,platinum,0.2943,incentive_link,0,
case_01957748283f,merch_chef_cart,cust_859066,food_delivery,114.63,technical_gateway_error,1,245,0,0,0.0,4,4,SBI,platinum,0.0582,retry_only,1,0.24
case_017061bb4cf5,merch_blitz_retail,cust_191442,ecommerce,801.68,upi_pin_timeout,2,161,1,1,0.5,4,6,OTHER,upi_standard,0.3383,retry_only,0,
case_0327cb11a67d,merch_chef_cart,cust_862899,food_delivery,168.63,insufficient_funds,1,104,0,1,1.0,4,1,CITI,platinum,0.0377,voice_call,0,
case_02a7b6bdb9f6,merch_urban_mart,cust_410337,ecommerce,834.48,insufficient_funds,3,86,1,2,0.6667,5,1,AXIS,signature,0.5612,whatsapp_nudge,0,
case_04d65055232f,merch_quick_bite,cust_783072,food_delivery,205.99,technical_gateway_error,1,182,4,3,0.4286,1,5,ICICI,platinum,0.3834,email,0,
case_0518f06d6402,merch_blitz_retail,cust_876632,ecommerce,371.27,upi_pin_timeout,3,702,2,1,0.3333,5,15,CITI,classic,0.7112,retry_only,0,
case_04851a5ba7a7,merch_nexus_quest,cust_128643,gaming,1189.93,upi_pin_timeout,3,85,0,0,0.0,6,2,SBI,classic,0.4416,email,0,
case_05d27a0127ed,merch_quick_bite,cust_340646,food_delivery,732.16,authentication_failed,1,36,1,0,0.0,0,5,ICICI,classic,0.1786,retry_only,0,
case_02fac14aaaf0,merch_urban_mart,cust_733961,ecommerce,476.14,insufficient_funds,3,90,1,1,0.5,1,3,AXIS,signature,0.6193,no_action,0,
case_02802b9b5334,merch_stay_luxe,cust_237844,travel,4329.05,bank_downtime,3,269,2,2,0.5,5,11,OTHER,classic,0.6333,retry_only,0,
case_00f780a0ad32,merch_stream_pass,cust_993104,subscription,1001.8,authentication_failed,3,390,2,1,0.3333,1,20,SBI,platinum,0.7895,retry_only,0,
case_0425d3e72ab3,merch_blitz_retail,cust_924271,ecommerce,1661.96,authentication_failed,2,711,1,0,0.0,0,21,OTHER,platinum,0.5164,retry_only,0,
case_03ec3bbb05e7,merch_blitz_retail,cust_442904,ecommerce,418.56,card_limit_exceeded,1,101,0,0,0.0,6,5,ICICI,classic,0.2619,whatsapp_nudge,0,
case_040b9b3d4254,merch_nexus_quest,cust_866435,gaming,201.21,technical_gateway_error,1,166,1,0,0.0,5,18,AXIS,upi_standard,0.1608,no_action,0,
case_05d445e13502,merch_trend_hub,cust_202181,ecommerce,2161.4,upi_pin_timeout,2,34,0,0,0.0,5,4,ICICI,signature,0.3671,retry_only,0,
case_00a2e61f9bc5,merch_play_arena,cust_330083,gaming,481.07,technical_gateway_error,3,70,0,0,0.0,3,3,SBI,platinum,0.6042,no_action,0,
case_00a4dcd855e7,merch_cloud_scale,cust_214676,b2b_saas,11289.53,insufficient_funds,3,560,2,0,0.0,1,20,HDFC,platinum,0.8447,voice_call,0,
case_0345383aa3f2,merch_voyage_air,cust_931280,travel,2701.76,authentication_failed,1,149,0,1,1.0,2,16,ICICI,platinum,0.0,retry_only,1,0.03
case_034efe866088,merch_chef_cart,cust_714021,food_delivery,966.34,user_cancelled_checkout,1,133,0,1,1.0,0,3,KOTAK,rupay,0.0563,voice_call,0,
case_04fca51c67e2,merch_trend_hub,cust_152795,ecommerce,1638.56,user_cancelled_checkout,1,299,0,1,1.0,6,10,KOTAK,signature,0.0142,incentive_link,1,2.17
case_0359dbbf7908,merch_trend_hub,cust_173635,ecommerce,1387.72,insufficient_funds,2,429,1,0,0.0,6,17,SBI,upi_standard,0.4333,whatsapp_nudge,1,0.26
case_0256781a5143,merch_urban_mart,cust_595747,ecommerce,768.66,bank_downtime,1,636,1,2,0.6667,1,21,KOTAK,classic,0.0163,retry_only,1,0.25
case_028255ff37c4,merch_cloud_scale,cust_700696,b2b_saas,8473.87,authentication_failed,1,152,1,2,0.6667,4,1,CITI,classic,0.1646,voice_call,0,
case_022cd8115c8c,merch_game_loot,cust_359629,gaming,7526.25,upi_pin_timeout,1,77,1,0,0.0,0,22,AXIS,classic,0.2038,retry_only,0,
case_012e989bb552,merch_news_wire,cust_542288,subscription,1749.86,insufficient_funds,1,32,2,0,0.0,0,6,SBI,signature,0.3482,no_action,0,
case_029fd70bbc69,merch_chef_cart,cust_733123,food_delivery,437.37,user_cancelled_checkout,1,99,3,3,0.5,1,0,HDFC,rupay,0.3694,whatsapp_nudge,1,0.95
case_02be49bf911f,merch_blitz_retail,cust_698371,ecommerce,224.72,technical_gateway_error,4,24,0,0,0.0,2,20,HDFC,platinum,0.8454,incentive_link,0,
case_04ad48de29d0,merch_play_arena,cust_186181,gaming,2601.95,user_cancelled_checkout,1,438,3,1,0.25,3,6,HDFC,platinum,0.558,no_action,0,
case_04750f0b07eb,merch_acad_plus,cust_597176,education,1828.91,authentication_failed,1,144,1,2,0.6667,5,5,SBI,corporate,0.0,retry_only,1,0.06
case_031b38a11f5f,merch_urban_mart,cust_540723,ecommerce,4169.0,bank_downtime,1,71,2,1,0.3333,5,6,AXIS,platinum,0.2674,retry_only,0,
case_01ee9f479328,merch_trend_hub,cust_532059,ecommerce,279.77,card_limit_exceeded,2,264,1,0,0.0,1,19,CITI,upi_standard,0.5878,retry_only,0,
case_023de84e59f1,merch_blitz_retail,cust_971339,ecommerce,6782.62,upi_pin_timeout,2,443,1,1,0.5,4,23,AXIS,rupay,0.2901,whatsapp_nudge,0,
case_0497e0de46d8,merch_trend_hub,cust_879264,ecommerce,6909.39,technical_gateway_error,3,112,2,2,0.5,6,4,SBI,corporate,0.7474,whatsapp_nudge,0,
case_0259e278b9b0,merch_blitz_retail,cust_297294,ecommerce,925.04,user_cancelled_checkout,1,12,0,1,1.0,3,11,AXIS,signature,0.0,incentive_link,0,
case_018c8e289988,merch_nexus_quest,cust_486850,gaming,628.48,technical_gateway_error,4,16,1,0,0.0,4,12,HDFC,upi_standard,0.8393,email,0,
case_012df5e67b4f,merch_news_wire,cust_169030,subscription,525.69,insufficient_funds,2,204,4,3,0.4286,4,0,AXIS,signature,0.652,retry_only,0,
case_051be5c655e4,merch_chef_cart,cust_646858,food_delivery,737.09,technical_gateway_error,1,159,2,2,0.5,6,5,AXIS,upi_standard,0.2699,retry_only,1,0.03
case_011c261bb77e,merch_urban_mart,cust_210819,ecommerce,3658.26,insufficient_funds,2,77,1,1,0.5,0,19,SBI,classic,0.3865,whatsapp_nudge,1,0.34
case_01b5c4d78397,merch_blitz_retail,cust_273550,ecommerce,3871.48,upi_pin_timeout,1,316,0,0,0.0,3,2,ICICI,classic,0.1547,whatsapp_nudge,0,
case_0474c27707bf,merch_game_loot,cust_774310,gaming,80.22,technical_gateway_error,1,46,3,1,0.25,1,4,ICICI,upi_standard,0.5443,no_action,0,
case_0269b72e190f,merch_voyage_air,cust_848329,travel,6867.44,authentication_failed,1,123,0,0,0.0,1,8,SBI,classic,0.1767,no_action,0,
case_03e81d1a9671,merch_fit_box,cust_979065,subscription,739.36,authentication_failed,2,19,2,2,0.5,5,16,KOTAK,platinum,0.5445,retry_only,0,
case_02c33e7e473b,merch_acad_plus,cust_101789,education,5763.97,insufficient_funds,2,538,2,0,0.0,5,13,ICICI,upi_standard,0.4289,no_action,0,
case_0189b23ba3fa,merch_game_loot,cust_993920,gaming,643.04,card_limit_exceeded,1,352,3,0,0.0,3,10,AXIS,signature,0.4974,whatsapp_nudge,0,
case_04bf927f79d5,merch_chef_cart,cust_793353,food_delivery,525.69,upi_pin_timeout,2,1060,1,0,0.0,2,0,SBI,upi_standard,0.4923,no_action,0,
case_0451f83c9986,merch_news_wire,cust_351816,subscription,1538.91,upi_pin_timeout,1,98,2,1,0.3333,6,18,OTHER,rupay,0.2075,email,0,
case_05cc5dd110b3,merch_quick_bite,cust_280938,food_delivery,788.23,insufficient_funds,4,170,2,1,0.3333,0,12,KOTAK,corporate,0.9687,whatsapp_nudge,0,
case_05ef2ecf5aab,merch_skill_core,cust_142328,education,849.11,upi_pin_timeout,1,366,2,0,0.0,0,21,HDFC,classic,0.3781,email,0,
case_05928beb1033,merch_cloud_scale,cust_330463,b2b_saas,9568.27,insufficient_funds,1,195,1,0,0.0,5,23,OTHER,classic,0.121,voice_call,0,
case_059824121321,merch_chef_cart,cust_843897,food_delivery,277.53,user_cancelled_checkout,2,1,3,3,0.5,5,7,KOTAK,platinum,0.7116,voice_call,0,
case_04010a6a5360,merch_flow_ops,cust_845666,b2b_saas,3494.84,upi_pin_timeout,1,30,1,1,0.5,5,10,SBI,upi_standard,0.1438,incentive_link,0,
case_030e21bd847f,merch_skill_core,cust_561915,education,2184.43,insufficient_funds,2,341,4,4,0.5,0,11,CITI,upi_standard,0.7653,voice_call,0,
case_01a718e95093,merch_flow_ops,cust_683515,b2b_saas,45969.23,card_limit_exceeded,2,55,0,1,1.0,2,16,HDFC,upi_standard,0.2375,incentive_link,0,
case_02c231211f45,merch_skill_core,cust_174628,education,1716.87,authentication_failed,2,5,2,3,0.6,1,18,AXIS,platinum,0.4761,no_action,0,
case_05631a64002c,merch_stream_pass,cust_493377,subscription,916.04,upi_pin_timeout,4,286,2,0,0.0,0,21,OTHER,corporate,1.0,retry_only,0,
case_023b093603a2,merch_voyage_air,cust_347347,travel,14364.94,card_limit_exceeded,1,27,1,0,0.0,4,10,AXIS,upi_standard,0.2758,email,0,
case_010835d953c6,merch_edupath,cust_521195,education,5020.95,insufficient_funds,1,78,4,4,0.5,3,17,SBI,classic,0.4299,no_action,1,1.42
case_01eacedf03c7,merch_style_kart,cust_805413,ecommerce,3068.06,authentication_failed,1,164,1,2,0.6667,6,23,ICICI,classic,0.1072,voice_call,0,
case_04bd2ba1b2a6,merch_acad_plus,cust_801683,education,1238.2,technical_gateway_error,3,187,0,1,1.0,5,10,SBI,corporate,0.3292,email,0,
case_01477e5bbd87,merch_urban_mart,cust_547094,ecommerce,1130.12,user_cancelled_checkout,3,5,1,2,0.6667,0,17,AXIS,platinum,0.6705,no_action,0,
case_04ff619e0cdf,merch_news_wire,cust_283666,subscription,1319.45,bank_downtime,2,264,2,1,0.3333,4,23,HDFC,classic,0.4135,retry_only,1,0.14
case_034a8c100fd3,merch_blitz_retail,cust_936342,ecommerce,7293.18,authentication_failed,2,149,1,0,0.0,6,5,AXIS,platinum,0.5508,whatsapp_nudge,1,0.57
case_00a330b33f53,merch_nexus_quest,cust_515905,gaming,179.84,authentication_failed,1,56,0,1,1.0,0,14,SBI,classic,0.0068,incentive_link,0,
case_054ee73193a7,merch_blitz_retail,cust_100128,ecommerce,7703.37,technical_gateway_error,1,388,2,0,0.0,4,5,SBI,platinum,0.407,retry_only,1,0.34
case_04233793ab21,merch_news_wire,cust_630466,subscription,835.09,technical_gateway_error,1,29,0,1,1.0,1,12,HDFC,signature,0.0551,retry_only,1,0.02
case_0339f611ab75,merch_news_wire,cust_156090,subscription,507.61,insufficient_funds,4,184,0,1,1.0,0,21,HDFC,classic,0.6115,email,0,
case_00be191e2d59,merch_skytrip,cust_262339,travel,3918.55,bank_downtime,1,564,3,1,0.25,6,22,HDFC,classic,0.3261,retry_only,1,0.4
case_0508ffcf3f89,merch_voyage_air,cust_793353,travel,1646.18,technical_gateway_error,1,744,0,0,0.0,1,9,HDFC,platinum,0.1618,no_action,0,
case_0310b8bb7e65,merch_blitz_retail,cust_800730,ecommerce,2133.85,user_cancelled_checkout,1,641,1,0,0.0,0,3,SBI,platinum,0.3186,retry_only,0,
case_04c487e8830a,merch_style_kart,cust_780046,ecommerce,1613.07,insufficient_funds,1,209,2,2,0.5,5,6,SBI,platinum,0.4167,voice_call,0,
case_04258c26bd19,merch_urban_mart,cust_126676,ecommerce,444.31,upi_pin_timeout,4,96,1,0,0.0,1,5,OTHER,classic,0.9294,voice_call,0,
case_049cdcac7b08,merch_flow_ops,cust_397407,b2b_saas,4388.58,card_limit_exceeded,2,214,1,0,0.0,5,22,SBI,classic,0.4397,whatsapp_nudge,0,
case_0370e7eb1dfb,merch_data_weave,cust_330867,b2b_saas,16028.64,upi_pin_timeout,2,225,4,4,0.5,5,16,KOTAK,signature,0.6006,email,1,12.66
case_04f82f583779,merch_game_loot,cust_328525,gaming,223.84,technical_gateway_error,2,102,0,0,0.0,5,23,SBI,signature,0.254,email,0,
case_022ff171b247,merch_fit_box,cust_758423,subscription,954.41,authentication_failed,1,151,4,2,0.3333,1,13,ICICI,classic,0.5064,email,1,5.37
case_0524d96c4ac7,merch_voyage_air,cust_250302,travel,5926.54,insufficient_funds,1,251,1,2,0.6667,0,22,SBI,classic,0.1987,whatsapp_nudge,0,
case_01d6d63f4130,merch_acad_plus,cust_103516,education,1046.09,authentication_failed,1,29,0,0,0.0,5,22,HDFC,platinum,0.2272,incentive_link,0,
case_00e657935d62,merch_style_kart,cust_214916,ecommerce,2793.48,technical_gateway_error,1,425,3,4,0.5714,3,1,SBI,classic,0.4426,voice_call,0,
case_03c31f5a18ac,merch_acad_plus,cust_931333,education,4142.87,technical_gateway_error,3,61,3,1,0.25,0,3,SBI,corporate,0.7918,email,0,
case_03ae950f77a2,merch_skytrip,cust_801692,travel,10220.96,card_limit_exceeded,1,38,0,1,1.0,0,15,AXIS,rupay,0.0,whatsapp_nudge,0,
case_032d04920274,merch_quick_bite,cust_601249,food_delivery,427.1,technical_gateway_error,3,413,3,2,0.4,2,4,ICICI,classic,0.6624,voice_call,0,
case_05612cc64f1e,merch_edupath,cust_358694,education,2343.7,upi_pin_timeout,1,50,2,0,0.0,1,15,HDFC,platinum,0.2345,voice_call,0,
case_0422c5379b24,merch_skill_core,cust_828380,education,1604.24,insufficient_funds,1,127,1,0,0.0,4,7,SBI,signature,0.106,whatsapp_nudge,0,
case_00a7094f9aa9,merch_data_weave,cust_752368,b2b_saas,63343.34,authentication_failed,2,267,0,0,0.0,6,8,KOTAK,rupay,0.4418,voice_call,0,
case_05ed281e929a,merch_stream_pass,cust_627544,subscription,1983.81,technical_gateway_error,1,1008,2,2,0.5,3,23,OTHER,upi_standard,0.3107,whatsapp_nudge,1,0.67
case_036f10019dbd,merch_voyage_air,cust_718447,travel,2546.34,insufficient_funds,1,191,1,1,0.5,4,18,OTHER,rupay,0.1289,whatsapp_nudge,0,
case_01c1857bac79,merch_urban_mart,cust_290478,ecommerce,1989.9,technical_gateway_error,1,140,1,0,0.0,6,18,ICICI,classic,0.3138,whatsapp_nudge,0,
case_04d6192548df,merch_fit_box,cust_605160,subscription,435.12,insufficient_funds,2,236,1,1,0.5,0,18,HDFC,platinum,0.5156,incentive_link,1,4.06
case_03c09c5751d6,merch_trend_hub,cust_220612,ecommerce,1016.62,user_cancelled_checkout,1,20,3,0,0.0,1,1,OTHER,corporate,0.3745,retry_only,0,
case_059e3f9183be,merch_nexus_quest,cust_645778,gaming,127.56,upi_pin_timeout,2,415,0,0,0.0,1,17,ICICI,classic,0.461,whatsapp_nudge,1,0.46
case_05d3806e4db0,merch_urban_mart,cust_617197,ecommerce,5594.23,technical_gateway_error,1,553,2,0,0.0,4,0,SBI,corporate,0.2443,voice_call,0,
case_045bea8396c5,merch_stream_pass,cust_295425,subscription,1601.26,technical_gateway_error,1,3,1,2,0.6667,3,21,ICICI,classic,0.1541,email,1,3.38
case_00dfe4a7c0bc,merch_trend_hub,cust_850709,ecommerce,5508.46,authentication_failed,1,360,3,0,0.0,4,12,SBI,classic,0.5604,whatsapp_nudge,1,0.36
case_02bcae316af9,merch_data_weave,cust_999546,b2b_saas,1548.77,user_cancelled_checkout,1,526,0,1,1.0,0,13,KOTAK,upi_standard,0.0327,incentive_link,1,1.67
case_051f60b04797,merch_trend_hub,cust_129354,ecommerce,10111.54,authentication_failed,4,831,2,3,0.6,3,1,HDFC,rupay,0.9568,no_action,0,
case_01b2009d4c69,merch_acad_plus,cust_413343,education,2000.61,authentication_failed,1,98,0,0,0.0,2,18,HDFC,classic,0.0465,retry_only,0,
case_00c207715207,merch_game_loot,cust_917483,gaming,117.67,insufficient_funds,1,214,1,0,0.0,6,0,AXIS,signature,0.2592,email,0,
case_046973331186,merch_quick_bite,cust_960371,food_delivery,505.16,technical_gateway_error,3,233,1,1,0.5,2,15,HDFC,rupay,0.5974,whatsapp_nudge,0,
case_01ee8d588989,merch_style_kart,cust_144287,ecommerce,1569.63,technical_gateway_error,1,216,1,1,0.5,2,19,HDFC,platinum,0.1245,email,1,6.22
case_014957e4876b,merch_trend_hub,cust_790763,ecommerce,416.61,upi_pin_timeout,1,257,4,2,0.3333,3,8,HDFC,upi_standard,0.6133,no_action,0,
case_03ad50f8a45b,merch_blitz_retail,cust_175723,ecommerce,2817.8,insufficient_funds,2,455,3,3,0.5,2,9,SBI,platinum,0.6428,whatsapp_nudge,1,0.21
case_0456f6c451f1,merch_trend_hub,cust_553201,ecommerce,2381.18,bank_downtime,1,414,3,0,0.0,0,15,CITI,classic,0.4058,whatsapp_nudge,0,
case_0370df0c6273,merch_style_kart,cust_321596,ecommerce,733.76,card_limit_exceeded,3,3,1,1,0.5,4,3,ICICI,signature,0.6643,voice_call,0,
case_05f155be9cdd,merch_voyage_air,cust_482350,travel,3938.82,insufficient_funds,1,300,2,1,0.3333,4,17,ICICI,classic,0.2517,retry_only,0,
case_05616ea28363,merch_quick_bite,cust_857194,food_delivery,588.08,insufficient_funds,1,120,0,1,1.0,2,3,SBI,upi_standard,0.0,retry_only,0,
case_02deeeac406d,merch_blitz_retail,cust_509556,ecommerce,964.36,upi_pin_timeout,2,353,2,2,0.5,3,3,AXIS,classic,0.6064,retry_only,0,
case_03ea624b67d2,merch_fit_box,cust_698588,subscription,859.81,upi_pin_timeout,1,456,2,0,0.0,5,12,KOTAK,signature,0.3968,email,0,
case_0455a28f34d0,merch_blitz_retail,cust_388274,ecommerce,1068.01,insufficient_funds,1,129,4,0,0.0,5,1,SBI,platinum,0.4583,voice_call,0,
case_03d4fd57ad6c,merch_play_arena,cust_834175,gaming,924.82,upi_pin_timeout,3,120,2,0,0.0,5,18,HDFC,classic,0.722,whatsapp_nudge,1,0.21
case_02d0357e9762,merch_game_loot,cust_119357,gaming,1168.16,card_limit_exceeded,1,123,2,2,0.5,3,13,ICICI,platinum,0.2507,no_action,0,
